Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя
"Lebo I.G., Isaev E.A., Lebo A.I.","7003412908;7006155805;24399688900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014815176&doi=10.1070%2fQEL16277&partnerID=40&md5=56aafc3c058f18970be78e3b6c9fbd52","Conical target.; Laser source of thermonuclear neutrons; Nuclear-thermonuclear reactor","Fusion reactors; Neutron sources; Neutrons; High pulse repetition rate; Laser facilities; Laser sources; Laser targets; Short laser pulse; Pulse repetition rate"
"Makarov I., Kashin A., Korinevskaya A.","57203060623;57197809862;57197812175;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034952330&partnerID=40&md5=fbb6ba7332ed38f52e6cc132bf991f19","Deep Q-networks; Deep reinforcement learning; Episodic control; Pong video game; Q-learning; Unreal engine 4","Deep learning; Engines; Human computer interaction; Image analysis; Learning algorithms; Game-Based; Hyper-parameter; Learning to play; Model free; Network modeling; Q-learning; Unreal engine 4; Video game; Reinforcement learning"
"Dmitriev A., Silchev V., Dmitriev V.","57169649000;57198780359;57198502813;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037054971&partnerID=40&md5=fe09de9059aa1c30334eedfdcfc28d69","1/f noise; Correlation dimension; Deterministic chaos; Financial time series; Fractal dimension; Long memory; Q-Gaussian distribution; Stock market indexes; Stock market model",
"Popova K.","57195966213;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030547327&doi=10.17323%2f1728-192X-2017-3-212-232&partnerID=40&md5=cb7ad07699346c3b88fff49efb7eaa0c","Ethnomethodology; Images; Praxeology of perception; Professional vision; Scientific representations; Visuality; Witnessability",
"Aksenov S.A., Sorgente D.","15080694300;23390940100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036644760&doi=10.1016%2fj.proeng.2017.10.957&partnerID=40&md5=cb15e3030a1243cc88ca03c0caee8dc7","biaxial stress; free bulging test; hot forming; material characterization; superplastisity","Characterization; Domes; Finite element method; Stress-strain curves; Superplasticity; Tensile testing; Biaxial stress; Free bulging; Hot forming; Material characterizations; superplastisity; Strain rate"
"Nosachev P.G.","57190866318;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031321327&partnerID=40&md5=1a489a0ebf0aca7c1d6414fd4c19201f","J. Evola; Modern man; Modernity; N. Roerich; Western esotericism",
"Kocherov S.","57195329165;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044447290&doi=10.22394%2f0869-5377-2017-6-129-149&partnerID=40&md5=14b1116b72757211bdd2c597e5a14103","Archaic heroism; Conscious personality; Culture hero; Doubleness; Shadow aspect; Trickster",
"Makarov I., Bodishtianu V.","57203060623;57195680056;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029504216&partnerID=40&md5=7c7c71e1abbef95f91d3d56c25d343c5",,
"Wirth D.A.","7005959685;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037368213&partnerID=40&md5=75920cacbd6c1f3ef08a9a20ceb6332a","Doha Amendment; Framework Convention on Climate Change; Global warming; International environmental law; Kyoto Protocol; Paris Agreement; Regime theory; Sustainability",
"Pavlova E.B., Romanova T.A.","56378344600;24779959300;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028335797&doi=10.17976%2fjpps%2f2017.01.14&partnerID=40&md5=7b0238d63ec7d078e9669e7e9932e925","Constructivism; European Union; Identity; Inclusivity; Normative power; Russia; Soft power; Temporality; The Other",
"Mirskikh I., Mingaleva Z.","57197845299;36968163000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035229517&partnerID=40&md5=25198f80f4e371efb37340a6fef93450","Exclusive rights.; Innovation; Intellectual activity results; Intellectual property",
"Aleskerov F., Sergeeva Z., Shvydun S.","7003947309;57200792838;55862150500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042459525&doi=10.1007%2f978-3-319-68640-0_1&partnerID=40&md5=478a17b2dc2592085aa9efb71fee8758",,
"Alexandrov Yu.I., Svarnik O.E., Znamenskaya I.I., Arutyunova K.R., Kolbeneva M.G., Krylov A.K., Bulava A.I.","7005342266;6505906239;56528188100;56028915100;35220038100;53874946600;55769222900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033213203&partnerID=40&md5=f6762a09b9583292e8c7a634caa8aeae","Cortical stmctures; Dedifferentiation; Differentiation of the systems; Individual experience; Learning; Memory; Norm and pathology; Regression",
"Beloborodova P.M.","57200284141;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040573669&partnerID=40&md5=0da848eeb8c6c55754a636cec1ae152a","Life vocation; Meaning of life; Well-being",
"Saritas O., Proskuryakova L.N.","6506092892;55252644100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018730520&doi=10.1108%2fFS-07-2016-0033&partnerID=40&md5=6a83898c8a37776958d1eee8517571bf","Horizon scanning; Russia; Sustainable water systems; Water goods and services; Water resources; Water use",
"Sablin I.V.","55387583100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031119178&doi=10.21638%2f11701%2fspbu02.2017.314&partnerID=40&md5=17a7d386a3b8777517fa4813d4585d7a","February Revolution; Historiography; NEP; October Revolution; Social History; Socialism; USSR",
"Maltseva D., Karpov I.","57195623037;56005507700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022328459&doi=10.1007%2f978-3-319-56829-4_19&partnerID=40&md5=ae2c942338585c43b507bb9433eb8c6f",,"Community IS; Data collection; In networks; New forms; Research communities; Research focus; Research methodologies; Russian languages"
"Kulagin V.P., Ivanov A.I., Kuznetsov Yu.M., Chulkova G.M.","56912007700;57189212610;57191619222;57191620744;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018244073&doi=10.1088%2f1742-6596%2f803%2f1%2f012083&partnerID=40&md5=330914fccb051ab1568d06a45b9ff6da",,"Hamming distance; Neural networks; Entropy measure; Global minima; Handwritten texts; Multi dimensional; Entropy"
"Ozhegov E.M.","55880875200;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019834726&doi=10.1108%2fJERER-02-2016-0009&partnerID=40&md5=caab7e6fac333190a3f5f7df2a4ff09e","Demand; Heterogeneity; Mortgage; Semiparametrics; Terms choice",
"Sablin I.V.","55387583100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031089649&doi=10.21638%2f11701%2fspbu02.2017.102&partnerID=40&md5=b3a1723a0a943f2be1f54439ebf34a8a","Monarchism; Nationalism; Russian civil war; Russian Far East; Socialism",
"Sirotkina E.V., Karandashova S.A.","57202095861;57202093471;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047164193&doi=10.17976%2fjpps%2f2017.06.06&partnerID=40&md5=e2f45b119260555d02ab63a996c54e2a","Clientelism; Electoral autocracy; Elites; Gubernatorial elections; Regional politics; Russian politics; Russian regions; United Russia",
"Fenogenova A.S., Karpov I.A., Kazorin V.I., Lebedev I.V.","57194041480;56005507700;57194039605;57194716340;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021822775&partnerID=40&md5=1b571f43c4ba2bd248251e56b88e31d1","Anglicisms; Distributive semantics; Semantics; Social media texts; Vector representation",
"Soboleva N.","57099071400;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024092942&partnerID=40&md5=32baf3d696566f761f872c8096d796c9","Cross-cultural comparison; Economic crisis; Europe; Gender equality; Vulnerable groups",
"Goncharenko V.M., Shapoval A.B.","57201811196;10144240900;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044162061&doi=10.20537%2f2076-7633-2017-9-5-825-836&partnerID=40&md5=d99bbb0bcca0de1a7029e96a989ae43d","General utility function; Hypergeometric function; Monopolistic competition; The elasticity of substitution",
"Tolstykh N.N., Uglanova I.L.","25640468400;57194570914;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020875411&partnerID=40&md5=2c30a47f3e2e6ab5b2d8769e659b9789","Crisis; Identity; Identity status; Self-development; Subjectness; Subjectness levels; Youth",
"Medianik E.","57194641270;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021359376&doi=10.17323%2f1996-7845-2017-01-7&partnerID=40&md5=6a3bcade5005183ea09f18ff5a54abe4","China; Intellectual resources; Internationalization of education; Joint university; Russia",
"Kanovich M., Kuznetsov S., Scedrov A.","56117921300;54914981600;6701808416;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029434196&doi=10.1007%2f978-3-662-55751-8_26&partnerID=40&md5=688c91eb5cc62baf4fc19ef3285cf69d",,"Computation theory; Context free languages; Differentiation (calculus); Modeling languages; Context-free; Lambek calculus; Logical formalism; Natural languages; NP class; Undecidability; Calculations"
"Bogachev V.I., Smolyanov O.G.","7005751293;7005736032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020419258&doi=10.1007%2f978-3-319-57117-1_4&partnerID=40&md5=1e244ebf38da484113758db7398217f9",,
"Pochinka O.V., Kruglov E.V., Dolgonosova A.Yu.","6507516545;56942366900;35096005500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039062046&doi=10.20537%2fnd1704009&partnerID=40&md5=08b259eec718647cf1000a8d83eead2a","Bifurcations; Reconnections; Separators",
"Baybikova T.N., Domoratskiy E.P.","57200093267;57200087164;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039429097&doi=10.18698%2f1812-3368-2017-5-109-117&partnerID=40&md5=89dd99ff5d819e9f769e8824a76f2f1c","Basic features of an image; Geometric properties; Object; Projection; Reconstruction method",
"Krekhovets E.V., Leonova L.A.","57193852062;57195936451;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030221722&doi=10.21064%2fWinRS.2017.3.5&partnerID=40&md5=65635cdd088fd6d3b1740099062d48b8","Education system; Employer; Gender segregation; Graduates; Human capital; Labor force; Labor market; Work capacity; Working conditions",
"Trotsuk I.","56442765000;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017278690&doi=10.17323%2f1728-192X-2017-1-247-269&partnerID=40&md5=494e3b49790c6b288ab8ba654a07e45c","Discursive construction of reality; Interdisciplinarity; Linguistic analysis; Non-sociological types of works on ""the problem of text""; Social life of texts; Textual analysis in sociology; The social role of language",
"Veretennikov A.","7003845665;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036466627&doi=10.1007%2f978-3-319-65313-6_18&partnerID=40&md5=af80d391c5524d25e2d13f3d613628be","Coupling; Discrete poisson equations; Ergodic theorem; Limit theorems; Markov chains","Couplings; Dynamical systems; Markov processes; Mathematical operators; Poisson equation; Statistical mechanics; Convergence rates; Difference operators; Differential operators; Diffusion approximations; Discrete poisson equation; Ergodic theorem; Limit theorem; Stochastic averaging; Stochastic systems"
"Milovanov A.","57006406700;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019267111&doi=10.1007%2f978-3-319-58747-9_21&partnerID=40&md5=3628172c60c47b0ec206d7677fa03c8e","Algorithmic statistics; Computational complexity theory; Derandomization; Kolmogorov complexity; Nisan-Wigderson generator","Computational complexity; Statistics; Algorithmic statistics; Computational complexity theory; Derandomization; Kolmogorov complexity; Nisan-Wigderson generator; Parallel processing systems"
"Nikitin Y.Y.","35610984800;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021740342&doi=10.12697%2fACUTM.2017.21.01&partnerID=40&md5=fd82193d5a558ab9fc13f82f83322ef7","Bahadur efficiency; Characterization of distribution; Goodness-of-fit; Symmetry; U-statistics",
"Teplova T.V., Sokolova T.V., Teplov A.S.","56030567300;56988766100;57200537965;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041619021&partnerID=40&md5=fc8a9c7640fbfc96758b87d1e03461df","Bond yield to maturity (YTM); Cost of debt; Intangible assets; Intellectual capital; Ruble corporate bonds",
"Kolesnikov A.V., Kosov E.D.","7101682128;56347829500;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053928860&partnerID=40&md5=4fff8e2639441d566b6e64e4dc88333b","Gaussian inequalities; Kähler-Einstein equation; Moment measure; Optimal transportation",
"Veretennikov A.","7003845665;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043330971&doi=10.1090%2ftpms%2f1029&partnerID=40&md5=4d5e3eeb3af6b9ac3f6ac74a47e7dc9f","Exponential bounds; Large deviations; Poisson equation; Potential; SDE",
"Bogachev V.I., Smolyanov O.G.","7005751293;7005736032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020468956&doi=10.1007%2f978-3-319-57117-1_2&partnerID=40&md5=675851ac8d3d97def8256187b2c1b229",,
"Gerasimova O., Kikot S., Podolskii V., Zakharyaschev M.","57190962423;50262220100;23092161300;6602982360;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034261488&doi=10.1007%2f978-3-319-69548-8_11&partnerID=40&md5=9189cc4d3313ca58a2599f05199b7ddf",,"Knowledge engineering; Ontology; Conjunctive queries (cqs); Data complexity; Semantic Web"
"Riabova T.B., Riabov D.O.","54882818200;57195940862;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030238642&doi=10.21064%2fWinRS.2017.3.2&partnerID=40&md5=2f8c10f869d04348a79e849942a71816","""Soft power""; Family values; Gender relations in Russia; Identity politics in Russia; Religious values; Russia's foreign policy",
"Bredikhin S., Linton J., Matoszko T.","57110106500;7005943883;57194423883;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020089858&doi=10.17323%2f2500-2597.2017.1.24.30&partnerID=40&md5=4adbf83eb22fa9d2a1faa39d7c77aedf","Biotechnology R&D; Financial theory; Firm value; R&D intensive firms; Volatility of market value",
"Bogomolov F., Qian J.","6603748855;57195945609;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030319779&doi=10.4134%2fBKMS.b160680&partnerID=40&md5=a2f838add2287eec814f696cb0287095","Abyhankar’s lemma; Contraction of points; Unramified correspondences",
"Bogachev V.I., Smolyanov O.G.","7005751293;7005736032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020403281&doi=10.1007%2f978-3-319-57117-1_5&partnerID=40&md5=d6ff2b00aad3f9c2cc25b989fe100733",,
"Han D., Molchanov S., Whitmeyer J.","57198350351;7004217928;7003403845;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036452270&doi=10.1007%2f978-3-319-65313-6_16&partnerID=40&md5=c9245d42008396036eaab653ac9727fc","Branching process; Galton-Watson process; Immigration; Random environment","Branching process; Branching random walks; Correlation function; Galton-Watson process; Immigration; Nonstationary; Population process; Random environment; Stochastic systems"
"Teplov A., Rogulenko T.M.","57202511284;57203588805;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048637272&partnerID=40&md5=de989512b4b6700fe1a48af5bc855ab2","BRICS firms; Divestitures; Financial distress; Financing hypothesis; Sell off","Commerce; Economic and social effects; Finance; Information management; Multivariant analysis; Sustainable development; BRICS firms; Divestitures; Financial distress; Financing hypothesis; Sell off; Sales"
"Kraikovski A., Lajus J.","9243817800;9243817600;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040934207&partnerID=40&md5=3ac658404c63d2937d5d07c227be292d",,
"Biriukov D.","56558830100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037652818&doi=10.1163%2f18177565-00131p19&partnerID=40&md5=4d3d734d2f825fee78f6cc5726da1998","Divine substance; Logoi; Participation; Theosis; Universals",
"Veretennikov A.Y.U.","7003845665;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038087911&partnerID=40&md5=1a7e1a8e5fb21406c1e2241084864a7f","Convergence rates; Coupling; Ergodicity; Erlang-Sevastyanov systems; Lyapunov functions",
"Biriukov D.","56558830100;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037614911&doi=10.1163%2f18177565-00131p25&partnerID=40&md5=4b8f639be0f1d0e0dedf1a22edaddb00","Categories; Genera-species division; Middle platonism; Universals",
"Bogachev V.I., Smolyanov O.G.","7005751293;7005736032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020482639&doi=10.1007%2f978-3-319-57117-1_3&partnerID=40&md5=d7a1b64172417f31c3968386e6ab7852",,
"Ilina A.V., Krichever I.M.","57193664758;6603725451;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015650279&doi=10.1007%2fs10688-017-0167-2&partnerID=40&md5=2fffadc82f3502d7d8f08665dda73b98","Baker–Akhiezer function; bi-Hamiltonian theory; integrable systems",
"Prokhorov Y.","7003439691;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030322668&doi=10.4134%2fBKMS.b160682&partnerID=40&md5=7a9e8008abc75578b5884eed324ee89d","Double solid; Intermediate jacobian; Torelli theorem",
"Bogachev V.I., Smolyanov O.G.","7005751293;7005736032;","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020414563&doi=10.1007%2f978-3-319-57117-1_1&partnerID=40&md5=6ed9ab90b3ebf18f247461632b89d8f2",,
