;Область, Авторы,Идентификаторы авторов,Ссылка,Ключевые слова автора,Ключевые слова указателя;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Skriba A.,""57191542261";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991451211&doi=10.1080%2f09700161.2016.1224061&partnerID=40&md5=c920f4720f435824d612837170da9c8e"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Krivushin I.,""57191543761";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991491484&doi=10.1080%2f09700161.2016.1224068&partnerID=40&md5=51c0ae876cd2ffefd9e56726bf4e4c2c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Karaganov S.,""26025142400";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991465883&doi=10.1080%2f09700161.2016.1224063&partnerID=40&md5=42d42e61536d9e811302708857be2acd"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Makarov I.A.,""57169907200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991491433&doi=10.1080%2f09700161.2016.1224062&partnerID=40&md5=6c7e65ebd165e85878dede72d2018be9"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Grigoryev L.,""28067845800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991457602&doi=10.1080%2f09700161.2016.1224066&partnerID=40&md5=e3714f119f03f4c4d66502f0d0ae3609"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bratersky M.,""57190375307";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991510594&doi=10.1080%2f09700161.2016.1224067&partnerID=40&md5=686362006caf2cb1e23cd1e464b10b29"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yudin G.,""33368406800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962734087&doi=10.1007%2fs10746-016-9401-9&partnerID=40&md5=2d156b7dc6a923f15731977a02641f71"",""Alfred Schütz"; Disinterestedness; Edmund Husserl; Natural attitude; Phenomenological reduction;" Social science"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Suslov D.,""57191543430";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991491164&doi=10.1080%2f09700161.2016.1224069&partnerID=40&md5=61d2e9c407607e42a6d4101b1840d1c6"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kusimova T.,""57191340064";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008192050&doi=10.17323%2f1726-3247-2016-5-138-146&partnerID=40&md5=b6c4efe8d1e9ab95f425e5ad700bdf19"",""Case study"; Critical theory; Feminist theory; Methodology; Qualitative research; Research ethics; Research methods;" Visual sociology"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bordachev T.,""56322540000";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991454078&doi=10.1080%2f09700161.2016.1224070&partnerID=40&md5=baa2ae6c6a55ad55c77524eca26c9069"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Kashnitsky I., Gunko M.,""56005450800";56502128700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973169149&doi=10.1016%2fj.cities.2016.05.025&partnerID=40&md5=415e06614d94c7e2abf8478ece9012d7"",""Housing market"; Migration; Moscow; Post-socialist urban development;" Residential choices"",""empirical analysis"; housing market; migration; socioeconomic status; spatial variation; urban development; Moscow [Moscow (ADS)]; Moscow [Russian Federation];" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Alexander A.C., Inglehart R., Welzel C.,""38861041900";6603572720;6602585494;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945577133&doi=10.1007%2fs11205-015-1137-9&partnerID=40&md5=ab4dca8ac3eba3fc3c033c79bd82d4ae"",""Cultural change"; Economic development; Emancipation; Emancipative values; Existential opportunities; Fertility norms; Freedom ladder; Life quality; Moral evolution; Religion; Secular values;" Sexual liberation"",""cultural change"; cultural tradition; economic development; life expectancy; quality of life; religion;" sexuality""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Yenneti K., Day R., Golubchikov O.,""56811620800";7402616688;36863575200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987937715&doi=10.1016%2fj.geoforum.2016.09.004&partnerID=40&md5=d6d389ce2ac1a913f344eba6606d61a8"",""Enclosure of commons"; Energy justice; Energy transition; India, Charanka solar park; Land acquisition;" Mega-solar-projects"",""alternative energy"; land use change; renewable resource; solar power; spatial analysis; vulnerability; Gujarat;" India""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Malyutina S., Dragoy O., Ivanova M., Laurinavichyute A., Petrushevsky A., Meindl T., Pöppel E., Gutyrchik E.,""55935739000";36522630700;13406041800;56405575900;55935654100;6603446752;7004629148;35253306800;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969703231&doi=10.1016%2fj.jneuroling.2016.03.002&partnerID=40&md5=2a0dec9f3b09457a8ac6e21c098826c0"",""Action verbs"; Functional magnetic resonance imaging; Instrumentality; Neurocognitive load; Semantic complexity; Verb retrieval;" Verbs"",""adult"; Article; brain function; cognition; female; frontal lobe; functional magnetic resonance imaging; German (language); human; human experiment; language processing; male; mental task; nerve cell network; normal human; priority journal; semantics; temporal lobe;" verb instrumentality""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Entin M., Entina E.,""56153503000";57190951726;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991461444&doi=10.1080%2f09700161.2016.1224060&partnerID=40&md5=a6a00157d493b085942ecd7809cb946c"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lukin A.,""7102949872";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991490298&doi=10.1080%2f09700161.2016.1224065&partnerID=40&md5=f14a9ba0efb4d44ae1647b833f7bbf4a"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Matsuk Z., Deari F., Lakshina V.,""56447094800";37761191800;57190960533;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994335539&doi=10.21003%2fea.V160-23&partnerID=40&md5=6966438d0e5643f5b06d21ce255f144d"",""GO-GARCH Model"; Optimizations; Portfolio; Portfolio; Return; Risk;" Stock Exchange"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Proshina Z.G., Rivlina A.A., Ter-Minasova S.G., Beloglazova E.V., Kabakchi V.V.,""10140093700";10144447200;10139254500;57202383153;39461583400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041912275&doi=10.1017%2fCBO9781139683623.004&partnerID=40&md5=22000ef6cad7ab9ed72526115df4b7b9"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mitrofanova E.S.,""57021862500";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021435756&doi=10.1080%2f10609393.2016.1315271&partnerID=40&md5=4cc7fadf9bb508854bc8a46dd9250346"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Podolskiy O.A., Pogozhina V.A.,""56568372900";57194659482;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021440497&doi=10.1080%2f10609393.2016.1315272&partnerID=40&md5=8bfde060d939f34ce5f7b3c9b786cd8d"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Polivanova K.N., Lebedev M.V., Sivak E.V.,""57015286600";57194651622;55861772000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021424465&doi=10.1080%2f10609393.2016.1315273&partnerID=40&md5=e1d634b4ea7a9ee23d304574ee1638f1"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Goroshit M., Hen M.,""36997034000";35769271600;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976274326&doi=10.1080%2f13540602.2016.1185818&partnerID=40&md5=4ced88157e2000325159f53ee4917eba"",""emotional self-efficacy"; Empathy;" teacher self-efficacy"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Dekalchuk A.,""57190956745";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035071662&doi=10.17994%2fIT.2016.14.4.47.6&partnerID=40&md5=113361bcfe666902ce2909844e2ff9d8"",""Arab Spring"; EU reforms.; European Commission; European Parliament; Political entrepreneurs; Public policy analysis;" Schengen"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Omelchenko E.,""56908457800";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016125927&doi=10.1093%2fcdj%2fbsv044&partnerID=40&md5=955f2830a02a806b670263abad48794c"",,""gender role"; health care; marginalization; research work; service provision; social exclusion; womens status; young population;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Abylkalikov S.I.,""57190564572";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006106384&doi=10.1134%2fS207997051604002X&partnerID=40&md5=f67ed88c030e32304fbb356398c209d9"",""adaptation of migrants"; census; duration of residence; long-time residents; migration; migratory activity; newcomers;" Russian regions"",""adaptive management"; census; outflow; return migration; socioeconomic conditions; Leningrad; Moscow [Russian Federation]; Russian Federation;" Saint Petersburg""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Vakulenko E.S.,""56538480700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006136367&doi=10.1134%2fS2079970516040134&partnerID=40&md5=58dc87901411122dc2ce3eb04afa6cb4"",""migration"; migration factors; panel data; Russian regions;" social policy"",""econometrics"; economic conditions; expenditure; internal migration; panel data; social policy;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Karachurina L.B., Mkrtchyan N.V.,""6603859209";54788001400;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006149772&doi=10.1134%2fS2079970516040080&partnerID=40&md5=7b97602374992a6a33f6b55f1b4fe001"",""center"; concentration of the population and deconcentration; internal migration; municipal units; periphery; population migration;" settlement system"",""internal migration"; population density; population migration; settlement pattern;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Gambarato R.R., Dabagian L.,""56039359500";57191921973;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994807452&doi=10.1080%2f09523987.2016.1254874&partnerID=40&md5=6e1059f35cbe8f525849de49956b0902"",""Education"; gamification; Robot Heart Stories;" transmedia storytelling"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Demintseva E., Kashnitsky D.,""56159061200";57188829510;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963677268&doi=10.1111%2fimig.12247&partnerID=40&md5=b1299ffbc7a6c32863e262042be9b8a2"",,""health care"; hospital sector; labor migration; migrant worker; racism; social exclusion; urban area; Kyrgyzstan; Moscow [Russian Federation]; Russian Federation; Tajikistan;" Uzbekistan""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Bernstein S.,""55232664600";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989221075&doi=10.1177%2f1750698015605573&partnerID=40&md5=282e27860fd99dc05350472e4f3c9868"",""historical memory"; macroanalysis; RuNet; Russia; web;" World War II"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Mammen E., Rothe C., Schienle M.,""7101939789";15027603500;55547391200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930425948&doi=10.1017%2fS0266466615000134&partnerID=40&md5=81ece3f00a9afb33e77ef7e3cfb151e1"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sabirova G., Zinoviev A.,""50861816500";57193722189;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016118996&doi=10.1093%2fcdj%2fbsv045&partnerID=40&md5=9a8b34b958833d6d15f44c2a45cf0f1b"",,""ethnicity"; ethnography; language; migrants experience; public space; sport; training; urban area; Leningrad; Russian Federation;" Saint Petersburg""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lyutikova E., Tatevosov S.,""55660727100";6603065762;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990913017&doi=10.1515%2ftlr-2016-0001&partnerID=40&md5=c0cbd5ef6518f724ce85680f82b375c4"",""argument realization"; aspect; eventuality type;" Nominalization"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Rubtcova M., Kaisarova V.,""56644950600";56902585700;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992029469&doi=10.1177%2f0144739415620950&partnerID=40&md5=3d170e0b740dcd52af1ec7fc54e2625d"",""bilingual education in public administration"; CLIL in higher education;" Russia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Romanova T.,""24779959300";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961393677&doi=10.1080%2f14650045.2016.1155049&partnerID=40&md5=3cd4b9cc9e97908503643ac3aaf884ff"",,""energy policy"; European Union; geopolitics; international relations; liberalization; Europe;" Russian Federation""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lankina T., Libman A., Obydenkova A.,""6508077821";35763477800;23486515000;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986275818&doi=10.1177%2f0010414016628270&partnerID=40&md5=260929e5aa358db3a4233d1317ab3230"",""authoritarian diffusion"; democracy; democratic diffusion; EU aid; post-Soviet states; Russia; sub-national;" trade with autocracies"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Lander Y., Arkadiev P.,""25637466200";56125705900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992129656&doi=10.1515%2flingty-2016-0014&partnerID=40&md5=11a680e0dee73851a687b3b054154b08"",""Categories"; comparison; methodology;" relative clause"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Plakhotnik M.S., Ershova E.A.,""36931179600";57193716576;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016007710&doi=10.4018%2f978-1-5225-1067-3.ch013&partnerID=40&md5=d3fba12fe62a5a102b357f73df857634"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Golubchikov O.,""36863575200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994139433&doi=10.1080%2f15387216.2016.1248461&partnerID=40&md5=d1da003352bf7ba4a99db6caef68bc6e"",""critical geography"; neoliberalism; Post-socialism;" post-socialist city"",""capitalism"; critical analysis; ideology; neoliberalism; socialism;" urbanization""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zakharenko R.,""54793839200";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971301659&doi=10.1016%2fj.trb.2016.04.008&partnerID=40&md5=ed025b70d86033c76a0eedeedd133b42"",""Demand for parking"; Endogenous duration of parking;" Optimal pricing"",""Costs"; Asymmetric information; Modeling features; Optimal policies; Optimal pricing; Parking demands; Pricing methods; Social optimums; Time dimension; Economics; modeling; parking; policy approach; price determination;" transportation economics""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Terentiev E.A., Nefedova A.I., Gruzdev I.A.,""57195496559";57194141727;56147446200;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020387430&doi=10.14515%2fmonitoring.2016.5.01&partnerID=40&md5=434c98ff0ab039ea7c8bf3eaac17d754"",""Data quality"; Non-substantive response options; Online surveys; Open-ended questions; Rating questions;" Visualization of questionnaire tools"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Korotayev A., Issaev L., Rudenko M., Shishkina A., Ivanov E.,""7003940480";57191111209;57195327553;56459981300;57195321610;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027185012&partnerID=40&md5=35dce98328e0a4cf72c860610afe47f9"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zangieva I.K., Suleymanova A.N.,""57195509458";57196477368;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020425901&doi=10.14515%2fmonitoring.2016.5.09&partnerID=40&md5=525b087828f2998ca76e99ec0ad986ea"",""CIS countries"; Educational migration; Migration intentions; National identity;" Value orientation"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ostrovskaya E., Zemskova E.,""57191204015";57200273186;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987906248&doi=10.1080%2f19409419.2016.1213614&partnerID=40&md5=0d1748dc0cd472ce19982cfa7e2d9e33"",""communism and literature"; International Literature magazine; international union of revolutionary writers; Soviet literature under Stalin;" Soviet-British cultural exchange"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ena O., Mikova N., Saritas O., Sokolova A.,""57189339675";57019272300;6506092892;56691650900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976313515&doi=10.1007%2fs11192-016-2024-0&partnerID=40&md5=212a410d80545a4a0925588d4216cd2a"",""Bibliometrics"; Foresight; Russia; Semantic technologies; Technology mining;" Trend monitoring"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Polivanov K., Platt K.M.F.,""56979236700";24402149900;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041721660&partnerID=40&md5=6014715b8733cb4e5380a4201717c0fa"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Chernysheva M.,""57191621630";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992109252&doi=10.17323%2f1726-3247-2016-4-129-163&partnerID=40&md5=c706d7a4cbe368073814cc58540ed068"",""Business charity"; Critical theory; Local community; Patrimonial authority; Small- and medium-sized businesses;" Solidarity"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Ssorin-Chaikov N.,""13806915100";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000963043&partnerID=40&md5=9b2e449253160f61c73a73806c6788a8"",,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Zakharov A., Tsheko G., Carnoy M.,""56045167200";55907145300;6701611241;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978196574&doi=10.1016%2fj.ijedudev.2016.07.001&partnerID=40&md5=d9d10c00d4edac99816b62f48fb88a39"",""Causal analysis"; Comparative education; Student achievement; Student fixed effects;" Teacher effects"",""comparative study"; educational development; student; teaching; Kenya; South Africa;" Swaziland""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Makenov M.T., Bekova S.K.,""57189363571";57189362829;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969871510&doi=10.1007%2fs11252-016-0566-9&partnerID=40&md5=f7f696f4b16abf06b15a398deb966579"",""Demography of domestic dogs"; Fecundity; Mortality; Owned dogs;" Stray dogs"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Volchenko O.V.,""57195496531";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020425403&doi=10.14515%2fmonitoring.2016.5.10&partnerID=40&md5=de371dbef423e8dd83f0dd4cbeb74fc2"",""Binary logistic regression"; Digital inequality; Internet usage;" Social inequality"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Sablin I., Korobeynikov A.,""55387583100";57193361990;",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013313991&doi=10.20507%2fAlterNative.2016.12.3.1&partnerID=40&md5=0ead1b0511a021e63fb7e9dacfa37b3d"",""Autonomy"; Buryat-mongol; Central Asia; Kazakh; Russia;" Siberia"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;"Oberemko O.A.,""53869159700";",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020410594&doi=10.14515%2fmonitoring.2016.5.02&partnerID=40&md5=29e491199e57ce3dbf34d3708f65216d"",""Answers-based reconstruction of the answered questions"; Open-ended questions; Question-answer conversations;" Sample surveys"",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
